"delivery_id";"letter_id";"warehouse_id";"delivery_status";"send_date";"delivery_date"
"2494";"2494";"31";"доставлен";"2024-12-15";"2024-12-16"
"2495";"2495";"80";"сборка";NULL;NULL
"2496";"2496";"108";"доставляется";"2024-12-12";NULL
"2497";"2497";"136";"сборка";NULL;NULL
"2498";"2498";"125";"доставляется";"2024-12-30";NULL
"2499";"2499";"52";"доставлен";"2024-12-19";"2024-12-20"
"2500";"2500";"103";"доставлен";"2024-12-18";"2024-12-20"
"2501";"2501";"121";"доставлен";"2024-12-22";"2024-12-26"
"2502";"2502";"113";"доставляется";"2024-12-16";NULL
"2503";"2503";"29";"доставляется";"2024-12-22";NULL
"2504";"2504";"144";"доставляется";"2024-12-25";NULL
"2505";"2505";"101";"сборка";NULL;NULL
"2506";"2506";"134";"сборка";NULL;NULL
"2507";"2507";"92";"доставляется";"2024-12-02";NULL
"2508";"2508";"57";"доставлен";"2024-12-22";"2024-12-30"
"2509";"2509";"110";"сборка";NULL;NULL
"2510";"2510";"26";"доставляется";"2024-12-21";NULL
"2511";"2511";"128";"сборка";NULL;NULL
"2512";"2512";"117";"доставляется";"2024-12-10";NULL
"2513";"2513";"24";"доставлен";"2024-12-25";"2024-12-29"
"2514";"2514";"18";"сборка";NULL;NULL
"2515";"2515";"17";"доставляется";"2024-12-08";NULL
"2516";"2516";"134";"доставляется";"2024-12-10";NULL
"2517";"2517";"32";"доставлен";"2024-12-24";"2024-12-29"
"2518";"2518";"6";"доставлен";"2024-12-08";"2024-12-10"
"2519";"2519";"3";"доставляется";"2024-12-08";NULL
"2520";"2520";"28";"сборка";NULL;NULL
"2521";"2521";"115";"доставлен";"2024-12-09";"2024-12-17"
"2522";"2522";"43";"доставлен";"2024-12-28";"2024-12-31"
"2523";"2523";"54";"доставлен";"2024-12-23";"2024-12-26"
"2524";"2524";"88";"доставлен";"2024-12-15";"2024-12-22"
"2525";"2525";"136";"отменен";NULL;NULL
"2526";"2526";"38";"доставлен";"2024-12-01";"2024-12-08"
"2527";"2527";"148";"доставлен";"2024-12-19";"2024-12-23"
"2528";"2528";"71";"сборка";NULL;NULL
"2529";"2529";"64";"доставляется";"2024-12-04";NULL
"2530";"2530";"87";"доставлен";"2024-12-31";"2024-12-31"
"2531";"2531";"43";"сборка";NULL;NULL
"2532";"2532";"94";"доставлен";"2024-12-27";"2024-12-31"
"2533";"2533";"66";"доставляется";"2024-12-25";NULL
"2534";"2534";"120";"доставляется";"2024-12-31";NULL
"2535";"2535";"121";"сборка";NULL;NULL
"2536";"2536";"123";"доставляется";"2024-12-21";NULL
"2537";"2537";"70";"доставляется";"2024-12-19";NULL
"2538";"2538";"66";"сборка";NULL;NULL
"2539";"2539";"58";"доставляется";"2024-12-28";NULL
"2540";"2540";"84";"сборка";NULL;NULL
"2541";"2541";"76";"доставляется";"2024-12-06";NULL
"2542";"2542";"135";"доставляется";"2024-12-11";NULL
"2543";"2543";"109";"сборка";NULL;NULL
"2544";"2544";"24";"доставляется";"2024-12-03";NULL
"2545";"2545";"113";"доставлен";"2024-12-13";"2024-12-21"
"2546";"2546";"108";"сборка";NULL;NULL
"2547";"2547";"50";"сборка";NULL;NULL
"2548";"2548";"30";"доставляется";"2024-12-11";NULL
"2549";"2549";"60";"доставлен";"2024-12-08";"2024-12-09"
"2550";"2550";"26";"сборка";NULL;NULL
"2551";"2551";"109";"доставлен";"2024-12-10";"2024-12-11"
"2552";"2552";"61";"доставлен";"2024-12-15";"2024-12-22"
"2553";"2553";"82";"доставлен";"2024-12-05";"2024-12-09"
"2554";"2554";"30";"сборка";NULL;NULL
"2555";"2555";"121";"доставляется";"2024-12-16";NULL
"2556";"2556";"70";"сборка";NULL;NULL
"2557";"2557";"11";"доставлен";"2024-12-02";"2024-12-10"
"2558";"2558";"89";"доставлен";"2024-12-14";"2024-12-22"
"2559";"2559";"12";"доставлен";"2024-12-16";"2024-12-21"
"2560";"2560";"88";"доставляется";"2024-12-26";NULL
"2561";"2561";"5";"отменен";NULL;NULL
"2562";"2562";"57";"сборка";NULL;NULL
"2563";"2563";"67";"сборка";NULL;NULL
"2564";"2564";"104";"сборка";NULL;NULL
"2565";"2565";"146";"доставляется";"2024-12-07";NULL
"2566";"2566";"97";"доставлен";"2024-12-26";"2024-12-31"
"2567";"2567";"123";"доставлен";"2024-12-05";"2024-12-09"
"2568";"2568";"148";"доставляется";"2024-12-28";NULL
"2569";"2569";"95";"доставляется";"2024-12-25";NULL
"2570";"2570";"100";"доставляется";"2024-12-02";NULL
"2571";"2571";"4";"доставлен";"2024-12-15";"2024-12-16"
"2572";"2572";"55";"сборка";NULL;NULL
"2573";"2573";"51";"доставлен";"2024-12-07";"2024-12-13"
"2574";"2574";"50";"сборка";NULL;NULL
"2575";"2575";"53";"доставляется";"2024-12-19";NULL
"2576";"2576";"29";"сборка";NULL;NULL
"2577";"2577";"74";"сборка";NULL;NULL
"2578";"2578";"126";"сборка";NULL;NULL
"2579";"2579";"121";"доставляется";"2024-12-17";NULL
"2580";"2580";"77";"доставляется";"2024-12-24";NULL
"2581";"2581";"88";"доставляется";"2024-12-21";NULL
"2582";"2582";"99";"доставлен";"2024-12-25";"2024-12-29"
"2583";"2583";"3";"сборка";NULL;NULL
"2584";"2584";"13";"доставляется";"2024-12-19";NULL
"2585";"2585";"96";"сборка";NULL;NULL
"2586";"2586";"4";"сборка";NULL;NULL
"2587";"2587";"109";"доставлен";"2024-12-02";"2024-12-04"
"2588";"2588";"66";"доставлен";"2024-12-23";"2024-12-28"
"2589";"2589";"97";"доставляется";"2024-12-25";NULL
"2590";"2590";"57";"сборка";NULL;NULL
"2591";"2591";"23";"сборка";NULL;NULL
"2592";"2592";"110";"сборка";NULL;NULL
"2593";"2593";"129";"сборка";NULL;NULL
"2594";"2594";"64";"доставлен";"2024-12-13";"2024-12-21"
"2595";"2595";"61";"доставлен";"2024-12-31";"2024-12-31"
"2596";"2596";"45";"доставляется";"2024-12-04";NULL
"2597";"2597";"95";"сборка";NULL;NULL
"2598";"2598";"108";"сборка";NULL;NULL
"2599";"2599";"14";"доставляется";"2024-12-20";NULL
"2600";"2600";"127";"доставлен";"2024-12-01";"2024-12-05"
"2601";"2601";"140";"сборка";NULL;NULL
"2602";"2602";"110";"доставляется";"2024-12-11";NULL
"2603";"2603";"119";"сборка";NULL;NULL
"2604";"2604";"58";"доставляется";"2024-12-21";NULL
"2605";"2605";"22";"отменен";NULL;NULL
"2606";"2606";"6";"доставлен";"2024-12-16";"2024-12-24"
"2607";"2607";"90";"доставляется";"2024-12-19";NULL
"2608";"2608";"122";"доставляется";"2024-12-10";NULL
"2609";"2609";"147";"доставлен";"2024-12-07";"2024-12-10"
"2610";"2610";"60";"доставлен";"2024-12-11";"2024-12-13"
"2611";"2611";"70";"сборка";NULL;NULL
"2612";"2612";"95";"доставляется";"2024-12-30";NULL
"2613";"2613";"59";"доставлен";"2024-12-12";"2024-12-14"
"2614";"2614";"113";"доставляется";"2024-12-02";NULL
"2615";"2615";"117";"доставляется";"2024-12-10";NULL
"2616";"2616";"31";"сборка";NULL;NULL
"2617";"2617";"66";"сборка";NULL;NULL
"2618";"2618";"22";"доставлен";"2024-12-31";"2024-12-31"
"2619";"2619";"104";"доставлен";"2024-12-26";"2024-12-29"
"2620";"2620";"73";"доставлен";"2024-12-09";"2024-12-13"
"2621";"2621";"36";"сборка";NULL;NULL
"2622";"2622";"150";"доставлен";"2024-12-05";"2024-12-07"
"2623";"2623";"81";"доставляется";"2024-12-17";NULL
"2624";"2624";"88";"доставляется";"2024-12-11";NULL
"2625";"2625";"71";"доставлен";"2024-12-31";"2024-12-31"
"2626";"2626";"115";"сборка";NULL;NULL
"2627";"2627";"7";"доставляется";"2024-12-30";NULL
"2628";"2628";"65";"доставляется";"2024-12-03";NULL
"2629";"2629";"100";"сборка";NULL;NULL
"2630";"2630";"127";"доставлен";"2024-12-17";"2024-12-19"
"2631";"2631";"79";"доставляется";"2024-12-04";NULL
"2632";"2632";"147";"доставляется";"2024-12-19";NULL
"2633";"2633";"140";"сборка";NULL;NULL
"2634";"2634";"106";"доставлен";"2024-12-26";"2024-12-27"
"2635";"2635";"113";"отменен";NULL;NULL
"2636";"2636";"69";"сборка";NULL;NULL
"2637";"2637";"56";"сборка";NULL;NULL
"2638";"2638";"49";"доставлен";"2024-12-06";"2024-12-14"
"2639";"2639";"142";"доставлен";"2024-12-23";"2024-12-26"
"2640";"2640";"53";"доставляется";"2024-12-16";NULL
"2641";"2641";"77";"доставлен";"2024-12-16";"2024-12-24"
"2642";"2642";"44";"сборка";NULL;NULL
"2643";"2643";"46";"сборка";NULL;NULL
"2644";"2644";"100";"доставляется";"2024-12-26";NULL
"2645";"2645";"136";"доставляется";"2024-12-15";NULL
"2646";"2646";"52";"доставлен";"2024-12-30";"2024-12-31"
"2647";"2647";"70";"доставлен";"2024-12-28";"2024-12-31"
"2648";"2648";"134";"доставляется";"2024-12-01";NULL
"2649";"2649";"43";"сборка";NULL;NULL
"2650";"2650";"24";"доставляется";"2024-12-11";NULL
"2651";"2651";"10";"доставлен";"2024-12-27";"2024-12-30"
"2652";"2652";"147";"доставлен";"2024-12-05";"2024-12-09"
"2653";"2653";"7";"доставлен";"2024-12-27";"2024-12-31"
"2654";"2654";"74";"сборка";NULL;NULL
"2655";"2655";"140";"сборка";NULL;NULL
"2656";"2656";"119";"сборка";NULL;NULL
"2657";"2657";"44";"доставлен";"2024-12-02";"2024-12-03"
"2658";"2658";"69";"доставляется";"2024-12-30";NULL
"2659";"2659";"36";"сборка";NULL;NULL
"2660";"2660";"64";"доставляется";"2024-12-04";NULL
"2661";"2661";"87";"доставлен";"2024-12-27";"2024-12-29"
"2662";"2662";"118";"доставлен";"2024-12-21";"2024-12-23"
"2663";"2663";"2";"доставляется";"2024-12-07";NULL
"2664";"2664";"3";"доставлен";"2024-12-04";"2024-12-12"
"2665";"2665";"97";"доставлен";"2024-12-08";"2024-12-09"
"2666";"2666";"77";"отменен";NULL;NULL
"2667";"2667";"48";"доставляется";"2024-12-16";NULL
"2668";"2668";"87";"доставлен";"2024-12-24";"2024-12-29"
"2669";"2669";"144";"сборка";NULL;NULL
"2670";"2670";"94";"сборка";NULL;NULL
"2671";"2671";"15";"доставлен";"2024-12-19";"2024-12-21"
"2672";"2672";"31";"сборка";NULL;NULL
"2673";"2673";"128";"доставляется";"2024-12-09";NULL
"2674";"2674";"119";"доставляется";"2024-12-11";NULL
"2675";"2675";"37";"сборка";NULL;NULL
"2676";"2676";"32";"доставлен";"2024-12-01";"2024-12-09"
"2677";"2677";"70";"доставляется";"2024-12-03";NULL
"2678";"2678";"147";"сборка";NULL;NULL
"2679";"2679";"139";"доставлен";"2024-12-08";"2024-12-14"
"2680";"2680";"43";"доставляется";"2024-12-28";NULL
"2681";"2681";"61";"доставлен";"2024-12-01";"2024-12-05"
"2682";"2682";"80";"сборка";NULL;NULL
"2683";"2683";"66";"доставлен";"2024-12-22";"2024-12-26"
"2684";"2684";"75";"доставлен";"2024-12-08";"2024-12-10"
"2685";"2685";"5";"сборка";NULL;NULL
"2686";"2686";"19";"сборка";NULL;NULL
"2687";"2687";"59";"доставляется";"2024-12-12";NULL
"2688";"2688";"5";"доставляется";"2024-12-24";NULL
"2689";"2689";"71";"доставляется";"2024-12-28";NULL
"2690";"2690";"139";"доставляется";"2024-12-08";NULL
"2691";"2691";"84";"сборка";NULL;NULL
"2692";"2692";"3";"отменен";NULL;NULL
"2693";"2693";"82";"доставляется";"2024-12-15";NULL
"2694";"2694";"148";"доставлен";"2024-12-11";"2024-12-12"
"2695";"2695";"125";"доставляется";"2024-12-05";NULL
"2696";"2696";"110";"доставлен";"2024-12-06";"2024-12-07"
"2697";"2697";"18";"доставляется";"2024-12-07";NULL
"2698";"2698";"42";"доставлен";"2024-12-23";"2024-12-26"
"2699";"2699";"63";"доставлен";"2024-12-25";"2024-12-26"
"2700";"2700";"43";"сборка";NULL;NULL
"2701";"2701";"92";"доставлен";"2024-12-18";"2024-12-25"
"2702";"2702";"67";"доставляется";"2024-12-09";NULL
"2703";"2703";"84";"доставлен";"2024-12-13";"2024-12-15"
"2704";"2704";"81";"сборка";NULL;NULL
"2705";"2705";"8";"доставляется";"2024-12-04";NULL
"2706";"2706";"58";"доставляется";"2024-12-13";NULL
"2707";"2707";"121";"сборка";NULL;NULL
"2708";"2708";"66";"сборка";NULL;NULL
"2709";"2709";"48";"сборка";NULL;NULL
"2710";"2710";"67";"сборка";NULL;NULL
"2711";"2711";"60";"доставляется";"2024-12-16";NULL
"2712";"2712";"71";"доставлен";"2024-12-12";"2024-12-16"
"2713";"2713";"49";"сборка";NULL;NULL
"2714";"2714";"7";"сборка";NULL;NULL
"2715";"2715";"46";"сборка";NULL;NULL
"2716";"2716";"97";"доставляется";"2024-12-30";NULL
"2717";"2717";"104";"доставляется";"2024-12-12";NULL
"2718";"2718";"125";"доставляется";"2024-12-11";NULL
"2719";"2719";"15";"сборка";NULL;NULL
"2720";"2720";"112";"доставляется";"2024-12-18";NULL
"2721";"2721";"70";"доставлен";"2024-12-18";"2024-12-25"
"2722";"2722";"71";"сборка";NULL;NULL
"2723";"2723";"77";"доставлен";"2024-12-05";"2024-12-06"
"2724";"2724";"137";"доставляется";"2024-12-24";NULL
"2725";"2725";"49";"доставлен";"2024-12-18";"2024-12-26"
"2726";"2726";"103";"доставлен";"2024-12-06";"2024-12-10"
"2727";"2727";"14";"сборка";NULL;NULL
"2728";"2728";"117";"сборка";NULL;NULL
"2729";"2729";"4";"доставлен";"2024-12-02";"2024-12-06"
"2730";"2730";"130";"доставляется";"2024-12-07";NULL
"2731";"2731";"138";"доставлен";"2024-12-08";"2024-12-11"
"2732";"2732";"72";"сборка";NULL;NULL
"2733";"2733";"139";"сборка";NULL;NULL
"2734";"2734";"30";"доставляется";"2024-12-02";NULL
"2735";"2735";"42";"доставляется";"2024-12-10";NULL
"2736";"2736";"117";"доставляется";"2024-12-05";NULL
"2737";"2737";"16";"сборка";NULL;NULL
"2738";"2738";"123";"доставляется";"2024-12-12";NULL
"2739";"2739";"118";"доставлен";"2024-12-25";"2024-12-27"
"2740";"2740";"51";"сборка";NULL;NULL
"2741";"2741";"123";"сборка";NULL;NULL
"2742";"2742";"113";"отменен";NULL;NULL
"2743";"2743";"114";"сборка";NULL;NULL
"2744";"2744";"37";"сборка";NULL;NULL
"2745";"2745";"15";"сборка";NULL;NULL
"2746";"2746";"78";"сборка";NULL;NULL
"2747";"2747";"26";"доставлен";"2024-12-06";"2024-12-09"
"2748";"2748";"26";"сборка";NULL;NULL
"2749";"2749";"90";"сборка";NULL;NULL
"2750";"2750";"43";"сборка";NULL;NULL
"2751";"2751";"51";"доставлен";"2024-12-20";"2024-12-24"
"2752";"2752";"127";"сборка";NULL;NULL
"2753";"2753";"140";"сборка";NULL;NULL
"2754";"2754";"42";"доставляется";"2024-12-21";NULL
"2755";"2755";"124";"сборка";NULL;NULL
"2756";"2756";"3";"доставляется";"2024-12-20";NULL
"2757";"2757";"129";"сборка";NULL;NULL
"2758";"2758";"27";"сборка";NULL;NULL
"2759";"2759";"35";"доставлен";"2024-12-10";"2024-12-11"
"2760";"2760";"150";"доставлен";"2024-12-01";"2024-12-06"
"2761";"2761";"40";"сборка";NULL;NULL
"2762";"2762";"134";"доставляется";"2024-12-03";NULL
"2763";"2763";"94";"доставлен";"2024-12-24";"2024-12-31"
"2764";"2764";"28";"доставлен";"2024-12-15";"2024-12-23"
"2765";"2765";"10";"сборка";NULL;NULL
"2766";"2766";"111";"сборка";NULL;NULL
"2767";"2767";"66";"доставляется";"2024-12-22";NULL
"2768";"2768";"121";"доставлен";"2024-12-11";"2024-12-15"
"2769";"2769";"71";"сборка";NULL;NULL
"2770";"2770";"149";"доставляется";"2024-12-31";NULL
"2771";"2771";"20";"доставляется";"2024-12-01";NULL
"2772";"2772";"37";"доставлен";"2024-12-14";"2024-12-17"
"2773";"2773";"1";"доставляется";"2024-12-06";NULL
"2774";"2774";"47";"доставляется";"2024-12-24";NULL
"2775";"2775";"120";"сборка";NULL;NULL
"2776";"2776";"17";"доставляется";"2024-12-17";NULL
"2777";"2777";"95";"доставлен";"2024-12-09";"2024-12-10"
"2778";"2778";"89";"доставлен";"2024-12-01";"2024-12-04"
"2779";"2779";"145";"доставлен";"2024-12-24";"2024-12-26"
"2780";"2780";"118";"сборка";NULL;NULL
"2781";"2781";"92";"доставлен";"2024-12-02";"2024-12-06"
"2782";"2782";"27";"сборка";NULL;NULL
"2783";"2783";"55";"доставляется";"2024-12-09";NULL
"2784";"2784";"18";"доставляется";"2024-12-26";NULL
"2785";"2785";"139";"сборка";NULL;NULL
"2786";"2786";"104";"доставляется";"2024-12-07";NULL
"2787";"2787";"43";"доставлен";"2024-12-14";"2024-12-19"
"2788";"2788";"95";"доставляется";"2024-12-06";NULL
"2789";"2789";"56";"доставлен";"2024-12-23";"2024-12-28"
"2790";"2790";"124";"доставлен";"2024-12-07";"2024-12-14"
"2791";"2791";"15";"доставлен";"2024-12-30";"2024-12-31"
"2792";"2792";"43";"доставляется";"2024-12-10";NULL
"2793";"2793";"10";"доставляется";"2024-12-12";NULL
"2794";"2794";"58";"сборка";NULL;NULL
"2795";"2795";"130";"отменен";NULL;NULL
"2796";"2796";"27";"доставлен";"2024-12-26";"2024-12-31"
"2797";"2797";"95";"доставляется";"2024-12-12";NULL
"2798";"2798";"94";"сборка";NULL;NULL
"2799";"2799";"81";"сборка";NULL;NULL
"2800";"2800";"49";"доставляется";"2024-12-09";NULL
"2801";"2801";"137";"доставлен";"2024-12-16";"2024-12-17"
"2802";"2802";"14";"доставлен";"2024-12-10";"2024-12-14"
"2803";"2803";"6";"доставляется";"2024-12-03";NULL
"2804";"2804";"143";"доставлен";"2024-12-18";"2024-12-20"
"2805";"2805";"140";"сборка";NULL;NULL
"2806";"2806";"142";"доставлен";"2024-12-29";"2024-12-31"
"2807";"2807";"97";"доставляется";"2024-12-18";NULL
"2808";"2808";"40";"доставлен";"2024-12-01";"2024-12-09"
"2809";"2809";"44";"доставлен";"2024-12-01";"2024-12-06"
"2810";"2810";"25";"доставляется";"2024-12-30";NULL
"2811";"2811";"140";"доставлен";"2024-12-02";"2024-12-05"
"2812";"2812";"77";"доставляется";"2024-12-26";NULL
"2813";"2813";"34";"доставляется";"2024-12-14";NULL
"2814";"2814";"59";"доставляется";"2024-12-14";NULL
"2815";"2815";"73";"доставлен";"2024-12-05";"2024-12-12"
"2816";"2816";"5";"сборка";NULL;NULL
"2817";"2817";"115";"доставлен";"2024-12-23";"2024-12-24"
"2818";"2818";"72";"доставляется";"2024-12-09";NULL
"2819";"2819";"98";"сборка";NULL;NULL
"2820";"2820";"135";"доставляется";"2024-12-21";NULL
"2821";"2821";"45";"доставлен";"2024-12-05";"2024-12-09"
"2822";"2822";"127";"доставляется";"2024-12-19";NULL
"2823";"2823";"6";"доставлен";"2024-12-17";"2024-12-21"
"2824";"2824";"16";"сборка";NULL;NULL
"2825";"2825";"127";"доставлен";"2024-12-16";"2024-12-22"
"2826";"2826";"115";"доставляется";"2024-12-13";NULL
"2827";"2827";"100";"отменен";NULL;NULL
"2828";"2828";"4";"сборка";NULL;NULL
"2829";"2829";"29";"доставляется";"2024-12-08";NULL
"2830";"2830";"1";"сборка";NULL;NULL
"2831";"2831";"96";"доставляется";"2024-12-18";NULL
"2832";"2832";"89";"доставляется";"2024-12-13";NULL
"2833";"2833";"92";"доставлен";"2024-12-26";"2024-12-28"
"2834";"2834";"87";"доставлен";"2024-12-16";"2024-12-24"
"2835";"2835";"52";"доставлен";"2024-12-16";"2024-12-18"
"2836";"2836";"73";"отменен";NULL;NULL
"2837";"2837";"2";"сборка";NULL;NULL
"2838";"2838";"77";"доставляется";"2024-12-15";NULL
"2839";"2839";"75";"сборка";NULL;NULL
"2840";"2840";"8";"сборка";NULL;NULL
"2841";"2841";"17";"доставлен";"2024-12-15";"2024-12-16"
"2842";"2842";"115";"доставлен";"2024-12-10";"2024-12-17"
"2843";"2843";"117";"доставлен";"2024-12-22";"2024-12-30"
"2844";"2844";"51";"доставляется";"2024-12-02";NULL
"2845";"2845";"32";"доставляется";"2024-12-23";NULL
"2846";"2846";"48";"сборка";NULL;NULL
"2847";"2847";"118";"сборка";NULL;NULL
"2848";"2848";"94";"доставляется";"2024-12-08";NULL
"2849";"2849";"78";"сборка";NULL;NULL
"2850";"2850";"113";"сборка";NULL;NULL
"2851";"2851";"114";"сборка";NULL;NULL
"2852";"2852";"143";"сборка";NULL;NULL
"2853";"2853";"102";"сборка";NULL;NULL
"2854";"2854";"132";"доставляется";"2024-12-18";NULL
"2855";"2855";"90";"сборка";NULL;NULL
"2856";"2856";"35";"доставляется";"2024-12-13";NULL
"2857";"2857";"119";"доставляется";"2024-12-02";NULL
"2858";"2858";"137";"доставлен";"2024-12-14";"2024-12-19"
"2859";"2859";"36";"доставляется";"2024-12-22";NULL
"2860";"2860";"51";"сборка";NULL;NULL
"2861";"2861";"27";"доставляется";"2024-12-07";NULL
"2862";"2862";"7";"доставлен";"2024-12-04";"2024-12-08"
"2863";"2863";"13";"сборка";NULL;NULL
"2864";"2864";"123";"сборка";NULL;NULL
"2865";"2865";"67";"сборка";NULL;NULL
"2866";"2866";"84";"доставляется";"2024-12-20";NULL
"2867";"2867";"99";"сборка";NULL;NULL
"2868";"2868";"137";"доставляется";"2024-12-27";NULL
"2869";"2869";"24";"доставляется";"2024-12-02";NULL
"2870";"2870";"49";"сборка";NULL;NULL
"2871";"2871";"97";"доставляется";"2024-12-28";NULL
"2872";"2872";"65";"сборка";NULL;NULL
"2873";"2873";"3";"отменен";NULL;NULL
"2874";"2874";"144";"отменен";NULL;NULL
"2875";"2875";"139";"доставляется";"2024-12-18";NULL
"2876";"2876";"33";"доставляется";"2024-12-10";NULL
"2877";"2877";"7";"сборка";NULL;NULL
"2878";"2878";"137";"доставляется";"2024-12-28";NULL
"2879";"2879";"27";"доставляется";"2024-12-14";NULL
"2880";"2880";"26";"доставлен";"2024-12-21";"2024-12-23"
"2881";"2881";"76";"сборка";NULL;NULL
"2882";"2882";"23";"сборка";NULL;NULL
"2883";"2883";"143";"сборка";NULL;NULL
"2884";"2884";"77";"доставлен";"2024-12-19";"2024-12-27"
"2885";"2885";"9";"доставляется";"2024-12-08";NULL
"2886";"2886";"116";"сборка";NULL;NULL
"2887";"2887";"129";"доставлен";"2024-12-07";"2024-12-14"
"2888";"2888";"87";"доставляется";"2024-12-13";NULL
"2889";"2889";"59";"доставляется";"2024-12-25";NULL
"2890";"2890";"114";"доставляется";"2024-12-07";NULL
"2891";"2891";"6";"сборка";NULL;NULL
"2892";"2892";"100";"доставляется";"2024-12-01";NULL
"2893";"2893";"129";"сборка";NULL;NULL
"2894";"2894";"116";"доставляется";"2024-12-21";NULL
"2895";"2895";"41";"доставляется";"2024-12-08";NULL
"2896";"2896";"132";"сборка";NULL;NULL
"2897";"2897";"149";"доставляется";"2024-12-06";NULL
"2898";"2898";"41";"сборка";NULL;NULL
"2899";"2899";"149";"доставлен";"2024-12-15";"2024-12-20"
"2900";"2900";"66";"сборка";NULL;NULL
"2901";"2901";"23";"доставлен";"2024-12-12";"2024-12-20"
"2902";"2902";"131";"сборка";NULL;NULL
"2903";"2903";"70";"доставлен";"2024-12-10";"2024-12-14"
"2904";"2904";"72";"сборка";NULL;NULL
"2905";"2905";"103";"доставляется";"2024-12-04";NULL
"2906";"2906";"47";"доставляется";"2024-12-25";NULL
"2907";"2907";"111";"доставляется";"2024-12-16";NULL
"2908";"2908";"119";"сборка";NULL;NULL
"2909";"2909";"79";"доставляется";"2024-12-02";NULL
"2910";"2910";"100";"доставлен";"2024-12-18";"2024-12-24"
"2911";"2911";"124";"доставляется";"2024-12-10";NULL
"2912";"2912";"18";"сборка";NULL;NULL
"2913";"2913";"144";"сборка";NULL;NULL
"2914";"2914";"3";"сборка";NULL;NULL
"2915";"2915";"93";"сборка";NULL;NULL
"2916";"2916";"38";"сборка";NULL;NULL
"2917";"2917";"89";"сборка";NULL;NULL
"2918";"2918";"62";"доставляется";"2024-12-27";NULL
"2919";"2919";"6";"доставляется";"2024-12-30";NULL
"2920";"2920";"45";"доставлен";"2024-12-24";"2024-12-29"
"2921";"2921";"112";"доставлен";"2024-12-27";"2024-12-29"
"2922";"2922";"49";"доставлен";"2024-12-27";"2024-12-28"
"2923";"2923";"2";"сборка";NULL;NULL
"2924";"2924";"73";"доставляется";"2024-12-04";NULL
"2925";"2925";"101";"доставлен";"2024-12-13";"2024-12-17"
"2926";"2926";"90";"доставляется";"2024-12-14";NULL
"2927";"2927";"25";"доставлен";"2024-12-20";"2024-12-25"
"2928";"2928";"94";"сборка";NULL;NULL
"2929";"2929";"75";"сборка";NULL;NULL
"2930";"2930";"45";"доставляется";"2024-12-31";NULL
"2931";"2931";"62";"сборка";NULL;NULL
"2932";"2932";"89";"доставлен";"2024-12-11";"2024-12-19"
"2933";"2933";"137";"сборка";NULL;NULL
"2934";"2934";"92";"доставляется";"2024-12-20";NULL
"2935";"2935";"138";"доставляется";"2024-12-11";NULL
"2936";"2936";"62";"доставлен";"2024-12-23";"2024-12-31"
"2937";"2937";"149";"доставляется";"2024-12-08";NULL
"2938";"2938";"47";"сборка";NULL;NULL
"2939";"2939";"105";"отменен";NULL;NULL
"2940";"2940";"25";"сборка";NULL;NULL
"2941";"2941";"120";"доставлен";"2024-12-07";"2024-12-11"
"2942";"2942";"114";"доставляется";"2024-12-08";NULL
"2943";"2943";"81";"доставлен";"2024-12-13";"2024-12-20"
"2944";"2944";"124";"сборка";NULL;NULL
"2945";"2945";"18";"доставляется";"2024-12-29";NULL
"2946";"2946";"75";"сборка";NULL;NULL
"2947";"2947";"59";"доставлен";"2024-12-23";"2024-12-31"
"2948";"2948";"98";"доставлен";"2024-12-15";"2024-12-16"
"2949";"2949";"85";"доставляется";"2024-12-19";NULL
"2950";"2950";"69";"доставляется";"2024-12-02";NULL
"2951";"2951";"140";"доставлен";"2024-12-03";"2024-12-11"
"2952";"2952";"41";"доставлен";"2024-12-03";"2024-12-09"
"2953";"2953";"7";"доставляется";"2024-12-01";NULL
"2954";"2954";"137";"сборка";NULL;NULL
"2955";"2955";"148";"доставляется";"2024-12-27";NULL
"2956";"2956";"27";"сборка";NULL;NULL
"2957";"2957";"75";"доставляется";"2024-12-20";NULL
"2958";"2958";"43";"доставлен";"2024-12-31";"2024-12-31"
"2959";"2959";"3";"доставлен";"2024-12-09";"2024-12-16"
"2960";"2960";"94";"сборка";NULL;NULL
"2961";"2961";"10";"доставляется";"2024-12-23";NULL
"2962";"2962";"72";"доставляется";"2024-12-01";NULL
"2963";"2963";"145";"сборка";NULL;NULL
"2964";"2964";"145";"доставляется";"2024-12-06";NULL
"2965";"2965";"92";"сборка";NULL;NULL
"2966";"2966";"83";"доставляется";"2024-12-09";NULL
"2967";"2967";"33";"доставлен";"2024-12-01";"2024-12-04"
"2968";"2968";"56";"сборка";NULL;NULL
"2969";"2969";"118";"сборка";NULL;NULL
"2970";"2970";"94";"доставляется";"2024-12-25";NULL
"2971";"2971";"91";"доставлен";"2024-12-11";"2024-12-18"
"2972";"2972";"108";"доставляется";"2024-12-01";NULL
"2973";"2973";"97";"доставляется";"2024-12-27";NULL
"2974";"2974";"46";"сборка";NULL;NULL
"2975";"2975";"121";"доставлен";"2024-12-26";"2024-12-28"
"2976";"2976";"36";"отменен";NULL;NULL
"2977";"2977";"106";"доставляется";"2024-12-11";NULL
"2978";"2978";"22";"доставляется";"2024-12-27";NULL
"2979";"2979";"16";"сборка";NULL;NULL
"2980";"2980";"97";"сборка";NULL;NULL
"2981";"2981";"91";"сборка";NULL;NULL
